,filename,Rating_Valence,Rating_Arousal,F0,F1-Mean,F2-Mean,F3-Mean,F1 - Bandwidth,F2 - Bandwidth,F3 - Bandwidth+,Intensity,Intensity - SD,Spectral Centroid,Spectral Centroid - SD
1014,1047,3.06666667,3.64705882,89.96191,984.89,2228.72,2945.54,345.42,561.64,401.33,70.42,12.37,1780.27572,2813.34348
1015,860,3.0,2.53846154,95.2292888,730.11,1729.52,2677.08,340.29,442.22,231.51,70.53,13.83,308.341224,368.367356
1016,826,2.94444444,3.35294118,82.4517308,979.0,2074.26,2895.58,404.8,613.38,441.59,70.43,11.97,1545.15835,2415.74859
1017,141,2.26666667,3.0625,81.6852691,770.91,2002.26,2762.96,206.1,460.46,512.6,70.36,10.01,719.516901,1470.40568
1018,1002,2.42857143,3.38888889,84.54662,717.8,1709.32,2696.28,278.62,275.5,383.13,70.47,9.96,948.598305,1439.11345
1019,228,2.88235294,3.07692308,84.4934541,1174.29,2375.19,3051.86,455.77,551.03,676.62,70.58,15.76,2077.79504,2942.95437
1020,579,1.94444444,4.15384615,88.6264378,1184.35,2223.54,2804.67,542.12,408.12,822.0,70.72,13.45,1133.44629,2839.00581
1021,61,3.28571429,1.88235294,78.1584969,545.32,1481.17,2634.53,154.23,369.06,130.95,70.75,11.8,542.524277,388.324817
1022,214,3.23076923,2.47058824,79.7108793,1128.26,2087.33,2847.3,685.28,410.97,853.85,70.79,14.82,521.315339,617.807279
1023,159,2.52941176,3.6875,91.6968448,1095.36,2129.28,2788.72,315.39,433.64,619.5,70.47,10.64,1267.00726,2665.959
1024,165,3.0,2.53333333,80.4457229,968.99,2279.0,3044.65,420.16,494.43,590.32,70.4,12.02,1011.5451,1794.92214
1025,316,3.27777778,3.07692308,85.2471022,782.25,1999.1,2787.15,324.29,719.95,469.96,70.37,10.16,545.405303,1447.34524
1026,93,2.625,3.09090909,81.3471443,860.01,2128.26,3044.68,349.89,579.0,475.87,70.47,11.85,1155.83771,2274.13147
1027,434,2.93333333,3.05882353,80.8859357,725.35,2084.08,2883.93,346.25,331.94,500.54,70.43,12.81,328.97866,529.10021
1028,704,3.05555556,2.76470588,80.6620981,960.14,2003.09,2714.31,339.69,377.12,356.95,70.38,7.88,992.596252,2331.86837
1029,171,3.28571429,2.3125,79.2595231,750.34,1796.09,2737.08,254.28,363.75,371.78,70.41,9.53,539.517426,930.174186
1030,988,3.35714286,2.26666667,80.9055546,813.26,1749.79,2768.24,285.82,469.15,266.64,70.48,13.63,976.098976,1585.27744
1031,345,2.35714286,2.52941176,79.8251896,884.48,1689.7,2660.21,333.72,420.16,259.73,70.62,14.72,498.948272,455.977212
1032,88,3.2,3.41666667,129.050486,777.98,1456.76,2841.06,187.68,400.11,219.07,70.45,10.05,330.285548,458.760566
1033,646,2.66666667,2.64705882,80.175696,917.56,1768.77,2615.97,231.63,373.03,412.65,70.55,10.66,885.310542,1469.86738
1034,768,2.35714286,3.77777778,79.3778831,1129.69,2170.51,2954.43,328.84,521.99,636.54,70.33,12.46,1045.73455,1935.44157
1035,392,1.93333333,3.17647059,85.4970456,731.75,1914.63,2796.89,329.54,583.21,745.02,70.53,10.95,282.774691,440.975354
1036,601,2.55555556,3.0,84.2534865,1044.47,2028.07,2741.65,251.36,552.82,448.93,70.64,9.65,772.5031,1813.3965
1037,1043,2.42857143,3.76470588,86.286139,1164.1,2117.96,2803.04,381.73,486.26,314.94,70.39,12.45,1573.70808,2453.14903
1038,744,3.17647059,1.84615385,82.6634399,669.98,2012.75,2879.07,301.48,542.46,414.91,70.51,9.75,344.804017,873.94009
1039,96,2.83333333,2.61538462,77.7144912,724.84,1743.23,2695.68,248.16,390.58,283.32,70.4,11.85,472.826331,419.560856
1040,344,3.0,2.8125,79.499091,702.08,1628.61,2696.83,171.13,210.35,237.81,70.65,12.05,470.611852,398.618163
1041,809,3.14285714,2.77777778,85.7251268,747.28,2116.0,2856.5,241.11,452.11,689.1,70.46,11.74,232.518514,426.272006
1042,1085,2.82352941,3.82352941,91.5461745,716.43,1698.14,2903.33,312.18,653.42,493.61,70.45,10.29,762.807024,1940.35278
1043,321,3.28571429,2.58823529,84.2061258,619.11,1762.55,2647.38,207.37,514.09,312.75,70.53,10.63,320.735416,413.552152
1044,476,2.58333333,1.94117647,78.080728,590.76,1634.65,2709.69,271.22,309.76,171.6,70.61,12.09,402.873995,442.947169
1045,843,2.94444444,3.05882353,88.1690342,973.87,2053.06,2789.25,446.33,670.52,705.75,70.44,9.62,1304.00167,2094.57233
1046,105,2.66666667,3.125,80.1653901,755.47,1631.61,2587.31,246.13,299.54,250.89,70.37,12.94,627.944179,487.413989
1047,342,2.81818182,2.63636364,91.1736772,871.24,2241.73,2940.99,412.76,489.94,525.97,70.51,12.86,332.057498,780.115878
1048,162,2.33333333,3.0,86.9824819,1040.49,2149.56,2778.41,378.23,494.47,355.6,70.57,10.48,1789.12271,2687.95586
1049,273,2.83333333,2.06666667,85.4795322,383.06,1392.06,2774.68,190.46,246.37,392.96,70.53,8.2,256.478304,265.974217
1050,614,2.57142857,2.05882353,89.7165311,753.17,1587.2,2675.46,220.51,483.99,259.77,70.57,12.23,260.117181,205.997932
1051,499,3.72222222,1.76470588,80.0244025,551.72,1693.18,2792.23,245.12,405.18,370.66,70.41,8.41,321.976854,330.74641
1052,398,3.30769231,3.11111111,88.1273936,873.57,1649.01,2616.55,248.86,217.99,321.67,70.36,11.88,601.126007,459.4004
1053,271,2.53846154,2.73333333,93.9917717,947.3,1784.56,2774.64,218.56,373.09,399.68,70.45,12.11,573.587625,1172.10327
1054,1099,2.4,2.9375,100.012062,859.07,2038.15,2857.08,346.96,607.77,222.01,70.47,14.9,1513.76954,2949.51354
1055,887,2.13333333,3.05882353,90.6518188,683.48,2098.2,2778.85,201.34,421.98,430.82,70.41,10.38,255.624648,456.010165
1056,449,2.5,3.11111111,80.5322453,801.81,1800.71,2958.18,307.22,436.63,319.6,70.39,12.63,444.017312,551.245128
1057,576,2.6,3.41176471,84.9530537,1054.4,1939.08,2681.34,383.17,504.54,299.71,70.67,14.36,1033.21403,2016.88618
1058,698,2.64285714,2.88888889,81.4568062,816.97,2069.3,2851.09,202.0,346.95,253.88,70.44,8.92,536.215239,1188.63958
1059,126,2.88888889,2.23076923,81.2778328,648.11,1846.79,2749.32,303.83,597.17,188.79,70.67,12.68,257.076334,217.17598
1060,491,2.77777778,3.17647059,84.8451166,891.18,2207.44,2938.81,356.2,573.42,445.02,70.32,11.26,609.58783,1251.9495
1061,84,2.78571429,3.16666667,83.0997306,875.18,1908.64,2715.58,372.95,590.99,546.46,70.38,11.54,552.214548,1564.96364
1062,872,2.23076923,3.23529412,93.0036384,633.62,1637.61,2693.73,280.25,554.73,335.22,70.31,9.46,358.334627,369.773835
1063,634,2.77777778,3.61538462,93.9839488,1072.17,1919.35,2742.9,302.2,497.21,659.26,70.39,11.16,950.4652,1768.45122
1064,68,2.26666667,3.47058824,86.1658769,966.05,2149.13,2888.95,417.5,468.64,606.04,70.38,11.56,732.246762,1630.23985
1065,1079,2.83333333,3.41176471,89.3101128,892.17,1811.85,2792.12,308.11,622.62,261.17,70.45,11.99,613.485287,1622.57772
1066,835,3.05555556,3.15384615,83.9515724,894.85,2096.67,2738.82,326.8,401.38,335.49,70.45,10.91,448.633986,768.741723
1067,1077,2.9,3.13333333,90.3256794,923.97,2025.35,2828.19,480.27,592.46,446.13,70.53,10.68,1008.6661,2059.40253
1068,498,2.83333333,2.17647059,79.2102072,746.26,1945.68,2765.55,269.3,316.64,452.64,70.4,10.81,351.758516,439.74423
1069,62,2.46666667,3.41176471,83.0838009,921.88,2065.52,2707.62,314.79,563.91,281.71,70.42,11.03,679.606908,1316.27684
1070,388,2.83333333,2.6875,84.0815653,685.98,1873.02,2740.13,312.11,338.33,739.35,70.46,12.04,442.305643,553.891899
1071,789,2.61111111,3.11764706,83.7791774,798.6,1799.61,2752.32,324.38,347.09,483.16,70.35,10.63,706.821524,1796.30107
1072,957,2.2,3.35294118,87.1508318,946.79,1898.35,2864.24,320.47,632.37,813.01,70.41,10.12,1282.90346,2356.78277
1073,1049,2.5,3.16666667,84.7505759,713.54,1802.98,2776.53,208.75,322.14,315.48,70.41,11.67,639.965252,1362.73179
1074,511,3.11111111,3.69230769,83.7613221,851.25,2102.85,2691.03,283.77,335.91,373.4,70.43,8.83,930.514371,1938.73352
1075,813,3.25,3.26666667,78.4585413,1039.43,2100.54,2769.39,323.27,476.01,433.8,70.6,11.41,1031.31967,1772.09104
1076,570,2.33333333,3.0,89.521104,1037.96,2275.7,2937.36,364.33,593.67,407.44,70.45,10.19,578.188735,1300.71853
1077,581,2.83333333,3.76923077,82.820561,783.37,1859.75,2800.61,424.84,295.08,334.19,70.5,10.27,693.270087,2065.31944
1078,1105,2.4,3.64705882,92.6866838,823.64,2036.04,2739.43,333.23,647.58,569.34,70.46,12.56,970.131441,2271.76308
1079,144,2.53333333,2.82352941,82.0157038,759.11,1658.92,2851.11,243.17,277.57,336.57,70.46,11.77,463.821285,488.751867
1080,1100,2.42857143,3.66666667,90.140046,1026.23,2072.74,2760.61,460.21,730.19,417.92,70.62,10.41,1425.18988,2886.42207
1081,697,2.88888889,3.07692308,80.2793024,920.47,2191.92,2926.36,194.7,317.22,350.42,70.45,8.94,694.369082,1422.53532
1082,74,2.4,2.94117647,78.9309363,753.5,1744.61,2838.29,358.64,304.67,319.12,70.44,10.37,895.699322,1707.22669
1083,363,2.85714286,3.16666667,86.1796953,880.49,2263.74,2991.47,197.35,454.92,403.31,70.48,12.03,271.295863,627.904532
1084,381,2.61111111,3.41176471,115.689949,1058.05,2077.97,2923.37,330.44,619.75,599.68,70.36,11.11,760.182912,1656.45849
1085,885,2.53333333,3.35294118,85.3261629,870.4,2069.75,2781.84,294.48,409.37,354.26,70.41,6.24,1510.76005,2782.28289
1086,148,2.57142857,3.0,80.8800973,760.65,1666.82,2792.58,366.35,308.78,318.2,70.42,7.69,994.213156,2044.70038
1087,1073,2.28571429,3.70588235,86.05903,725.11,1847.78,2765.72,363.84,534.7,376.64,70.44,11.77,947.76632,2064.47695
1088,80,2.53846154,2.61111111,82.1811324,549.13,1585.35,2859.51,239.11,392.18,290.63,70.37,10.28,277.872235,265.669654
1089,674,3.85714286,2.66666667,83.64997,710.87,2102.4,2853.08,259.1,494.5,382.43,70.41,9.78,454.421659,897.502629
1090,285,3.21428571,2.44444444,92.7335604,438.53,1647.84,2748.73,255.91,384.98,415.82,70.44,9.36,222.544438,195.885877
1091,1029,2.84615385,3.94444444,85.3620225,1011.45,2042.7,3017.67,420.31,597.42,429.9,70.38,11.2,2498.60835,3288.78401
1092,268,2.26666667,2.88235294,88.3362999,688.77,2065.32,2913.69,242.68,671.41,477.99,70.45,8.71,587.649022,1526.95664
1093,89,3.72222222,2.6875,77.5899848,667.45,1690.5,2873.06,282.86,553.29,297.09,70.33,9.09,659.759679,1407.64155
1094,481,2.83333333,2.64705882,83.2545801,799.65,1794.45,2706.27,206.0,274.42,264.63,70.37,10.98,409.037399,433.754924
1095,529,2.13333333,3.05882353,84.470871,789.5,2037.73,2784.59,309.92,467.49,465.53,70.38,11.07,254.097454,606.236857
1096,797,3.21428571,2.17647059,81.1343767,754.42,1942.11,2769.75,305.66,441.23,481.4,70.55,11.92,541.655497,757.784641
1097,418,4.0,1.4,84.5453923,985.72,2035.98,2711.99,341.5,504.4,471.93,70.3,25.01,177.308801,201.470808
1098,534,3.38461538,2.22222222,80.1123214,667.46,1749.11,2820.08,309.7,606.23,324.55,70.6,10.87,477.148157,725.530873
1099,855,2.93333333,2.05882353,99.2167395,660.55,1953.35,3004.81,190.74,486.86,364.05,70.48,10.73,317.62034,800.378024
1100,307,3.0,3.88235294,80.6306676,942.37,2059.9,2831.69,354.52,436.31,459.95,70.34,12.12,1397.71659,2225.88183
1101,229,3.29411765,2.84615385,78.2707358,866.55,1823.1,2674.15,297.94,577.89,200.13,70.65,12.67,403.384062,550.097039
1102,245,2.88888889,2.92307692,78.0194159,675.28,1802.01,2712.22,279.51,337.78,326.56,70.38,10.14,334.886357,435.104738
1103,1119,3.17647059,3.0,83.2170241,715.32,1788.52,2743.06,257.18,429.54,439.53,70.42,9.97,941.376221,2120.65528
1104,565,3.25,2.47058824,81.6590793,748.77,1865.82,2722.66,259.55,331.65,309.73,70.57,10.23,445.305726,501.465346
