,filename,Rating_Valence,Rating_Arousal,F0,F1-Mean,F2-Mean,F3-Mean,F1 - Bandwidth,F2 - Bandwidth,F3 - Bandwidth+,Intensity,Intensity - SD,Spectral Centroid,Spectral Centroid - SD
0,107,2.66666667,3.08333333,100.619587,915.02,1990.9,2853.99,251.56,361.52,541.17,70.41,12.93,514.729427,992.242798
1,722,3.21428571,3.5,82.7770024,872.47,1940.0,2813.47,238.32,338.32,336.72,70.35,7.63,655.25204,1017.29389
2,881,3.4,2.45454545,84.7338014,604.58,1448.94,2736.76,205.3,178.0,208.81,70.64,5.64,410.430846,447.74127
3,232,3.16666667,3.38461538,83.2570504,858.8,1764.25,2993.48,215.49,541.61,342.36,70.43,11.87,405.123548,541.677327
4,1062,3.0,3.46153846,95.1833772,946.12,2142.69,2872.15,378.55,660.73,708.62,70.47,11.17,1437.35091,3008.07517
5,364,2.46153846,3.33333333,82.6366469,948.46,1896.35,2854.6,410.69,539.63,408.44,70.53,11.83,252.249824,441.912526
6,1016,3.08333333,3.4,85.8139202,805.28,1645.52,2799.2,383.55,495.35,441.28,70.41,12.06,1123.90936,2156.14637
7,77,2.73333333,3.11764706,80.9360392,634.7,1663.82,2843.41,257.68,408.62,350.35,70.35,10.8,342.810403,465.028818
8,612,3.33333333,2.91666667,85.1210433,916.47,1962.86,2736.43,126.02,320.16,221.39,70.51,11.7,455.326894,574.524348
9,590,2.57142857,2.41176471,79.6483245,826.65,1721.61,2705.43,251.29,364.97,338.92,70.47,11.05,669.088553,1601.74566
10,657,3.0,2.4,79.6796512,892.81,1971.71,2630.43,208.69,563.69,279.63,70.68,12.1,379.557373,612.772249
11,617,2.53333333,3.0,90.5550652,742.63,1568.97,2715.99,158.89,278.26,245.06,70.4,10.04,627.880067,1022.43343
12,535,3.11111111,2.35294118,89.7015617,648.74,1656.31,2673.9,228.69,556.2,578.04,70.31,6.76,220.862593,221.283507
13,103,2.85714286,2.2,78.4092287,674.37,1479.24,2811.3,197.71,673.31,111.84,70.72,12.75,380.721585,270.822909
14,1009,2.33333333,4.0,84.72326,1034.23,2065.39,2920.25,480.73,632.73,630.32,70.43,12.69,2493.71695,3313.67309
15,221,2.36363636,3.14285714,80.722269,1156.01,2349.24,2807.86,511.23,410.41,560.88,70.49,13.0,1334.6364,2462.53026
16,759,2.44444444,3.54545455,76.111989,1081.46,1952.63,2796.22,305.93,230.8,347.74,70.5,12.1,593.228426,871.677467
17,496,2.70588235,3.07692308,79.3978287,754.51,2018.12,2952.83,222.37,562.34,308.71,70.39,11.11,460.446399,1245.70016
18,391,2.29411765,3.0,79.7181153,906.62,1958.21,2612.82,335.73,435.38,701.86,70.51,10.69,676.610435,1312.02098
19,750,2.70588235,3.23529412,84.7484446,853.19,1553.8,2762.81,309.41,287.42,324.2,70.33,13.62,607.362359,549.185605
20,830,3.0,3.11111111,88.0615557,847.1,1925.75,2766.79,344.58,432.52,373.84,70.37,11.26,631.178204,1366.99003
21,407,3.0,2.46153846,79.2192661,488.42,1644.4,2733.27,112.84,221.54,280.57,70.52,8.39,385.813391,416.113866
22,721,2.33333333,3.82352941,83.15158,951.85,1951.23,2901.91,417.06,461.01,712.27,70.34,11.84,502.78184,1100.73847
23,734,2.2,3.58823529,79.6294972,1043.66,2083.94,2813.79,301.72,546.6,485.74,70.39,8.88,1499.06713,2513.36923
24,682,3.33333333,2.0,81.9948502,923.91,2191.85,3031.86,224.82,405.0,671.52,70.54,9.19,602.901146,1158.63573
25,311,3.27777778,2.69230769,85.2112457,651.14,1712.2,2804.65,276.45,532.24,423.5,70.48,9.72,399.802129,1231.48906
26,47,2.53846154,3.1875,82.3644964,657.35,1779.22,2791.64,214.34,455.49,317.34,70.39,8.5,429.788684,1373.95497
27,853,2.61538462,2.76470588,87.6565153,949.42,1923.53,2898.8,360.13,647.72,625.14,70.41,10.44,929.135126,1976.98815
28,665,2.84615385,3.5,84.2524412,965.74,2094.93,2815.52,332.97,466.39,385.58,70.42,9.64,1310.98982,2570.7372
29,288,2.58333333,2.13333333,90.4015303,611.97,1979.33,2641.9,221.98,476.26,471.37,70.52,12.86,226.389737,355.843059
30,879,2.58823529,2.38461538,92.1513987,707.82,1685.55,2717.49,341.07,310.16,416.58,70.4,9.39,283.446973,612.566659
31,1078,2.93333333,3.58823529,87.6189691,941.64,2005.98,2895.5,389.23,702.83,359.82,70.47,9.85,1667.63912,2906.50762
32,1058,3.0,3.38461538,96.0327944,888.58,2005.56,2981.99,301.62,623.25,551.81,70.53,14.2,1357.53737,2925.37762
33,675,2.4,2.94117647,88.3941541,1027.21,2140.58,2898.52,413.02,587.5,615.48,70.43,11.19,733.161524,1631.33078
34,606,2.88888889,1.82352941,85.0037024,588.55,2088.13,3071.92,63.01,482.99,267.6,70.62,10.43,215.883498,469.933247
35,421,2.9,3.0,80.9883344,823.39,2109.97,2828.35,401.4,540.6,407.85,70.49,11.19,449.519064,784.800254
36,194,3.44444444,2.125,78.5906279,754.41,1797.95,2608.87,287.22,410.81,279.22,70.42,10.99,555.691826,555.715908
37,430,2.93333333,2.08333333,78.4206646,577.62,1452.08,2635.14,198.89,494.47,183.86,70.65,9.29,499.174396,497.593231
38,40,2.88235294,3.0,83.234679,995.42,2272.77,2922.87,388.45,410.11,590.33,70.36,8.83,1070.35963,1811.65345
39,836,2.64285714,2.23529412,79.6572648,895.66,1742.89,2625.51,301.79,232.58,288.49,70.51,10.66,589.414965,769.25922
40,50,2.78571429,3.11111111,83.5838506,1012.76,1904.49,2800.08,219.04,220.98,305.52,70.41,10.59,752.589289,1630.90191
41,501,3.07142857,2.41666667,90.1391778,786.24,2015.74,2744.32,292.7,615.22,808.57,70.65,11.91,246.035321,378.584332
42,666,3.06666667,2.33333333,84.5967598,592.08,1610.59,2786.57,197.81,408.52,240.71,70.61,9.57,377.430629,325.980338
43,49,2.64285714,3.72222222,83.7962934,1072.21,1973.57,2776.51,321.64,430.39,437.49,70.41,10.05,1872.06485,3058.79668
44,150,2.71428571,3.47058824,84.2437679,1028.61,2158.8,2766.85,445.75,415.88,637.23,70.38,9.39,650.531611,1227.95559
45,878,1.83333333,3.77777778,101.804319,667.53,1660.1,2744.59,240.66,433.17,222.67,70.34,10.28,698.501816,1681.25501
46,736,3.16666667,3.05882353,86.5720526,883.02,1981.17,2874.64,325.36,524.58,460.21,70.42,7.6,1489.61915,2915.33143
47,817,2.16666667,2.6875,93.0367675,1219.34,2315.25,2949.03,477.08,566.07,703.62,70.65,13.31,568.426039,1494.63613
48,1051,2.5,2.91666667,89.5590725,829.85,2186.01,2999.12,363.81,538.06,445.08,70.51,8.29,3006.77445,3892.56334
49,395,3.125,3.23076923,79.3087181,806.54,1733.34,2811.48,251.01,596.95,255.69,70.33,9.08,766.733142,1750.28717
50,1084,2.70588235,3.69230769,87.6463184,838.64,1870.17,2708.59,485.2,607.91,425.24,70.48,10.67,1067.74402,1933.88806
51,791,3.71428571,3.33333333,96.2603689,1141.0,1914.8,2621.05,419.13,403.99,454.05,70.79,14.78,632.101447,713.997819
52,238,2.41176471,1.875,81.9264723,681.49,1934.55,2995.02,229.78,495.0,507.21,70.53,12.66,236.759431,231.487036
53,743,3.27272727,3.14285714,90.6389594,1140.82,2280.12,3072.15,321.88,319.08,505.56,70.46,8.73,1490.86454,2224.01464
54,956,2.86666667,3.52941176,87.5420841,738.06,1957.09,2827.14,307.4,658.57,470.48,70.38,10.18,272.401338,683.571121
55,823,2.4,3.58823529,89.7374471,958.26,2033.48,2773.01,343.55,550.69,553.98,70.34,11.27,463.139564,955.196678
56,182,2.66666667,2.58823529,85.6767212,744.87,1812.02,2902.54,245.13,311.68,492.04,70.47,12.97,345.704035,860.815484
57,197,2.64285714,2.44444444,84.2157281,631.27,1753.76,2759.17,259.7,640.36,407.94,70.41,12.3,316.802779,951.342314
58,819,3.38888889,2.46666667,88.2777245,746.6,2035.61,2736.84,343.34,506.18,586.22,70.67,12.82,195.134685,368.293176
59,429,2.5,2.23529412,80.6738916,491.2,1631.02,2823.84,251.48,570.49,367.2,70.39,7.8,503.151822,423.333391
60,138,2.26666667,2.88235294,83.0592,638.7,1925.82,2661.51,283.27,322.95,477.01,70.5,11.69,362.132764,446.60867
61,1069,2.64285714,4.0,93.4735614,990.43,2006.41,2831.7,494.27,458.7,573.91,70.51,10.42,2295.31865,3406.06181
62,81,2.55555556,2.76470588,82.8281197,808.07,1844.98,2898.79,273.73,392.69,414.52,70.39,10.01,607.409261,1473.52694
63,257,3.21428571,2.83333333,85.287884,490.28,1874.84,2827.79,211.01,322.06,419.88,70.41,8.25,239.508011,343.049775
64,146,2.14285714,3.3125,78.9510917,853.66,2034.94,2693.06,281.73,446.26,337.46,70.39,9.74,1602.30036,2437.88467
65,783,3.11764706,2.92307692,82.0009509,981.77,2007.23,2766.06,210.91,311.06,334.83,70.42,10.79,524.634024,754.374215
66,338,2.88888889,2.94117647,81.3065683,698.01,1679.55,2776.54,395.63,393.74,805.36,70.5,10.86,435.203977,539.603524
67,974,2.64285714,3.55555556,88.5335599,892.41,1993.06,2909.57,342.05,622.55,482.63,70.32,11.77,450.423694,1240.83103
68,676,3.21428571,2.77777778,81.5803924,842.1,1863.39,2873.84,323.55,553.33,304.96,70.41,8.17,597.645015,1375.56768
69,871,2.77777778,2.88235294,97.1038396,803.46,2137.73,3009.08,103.73,313.17,286.57,70.43,8.68,548.464671,1179.79404
70,515,2.66666667,3.11764706,81.7399388,761.8,1841.82,2886.33,411.27,581.05,546.66,70.46,8.77,397.87686,1137.61706
71,518,3.0,2.76470588,83.5910926,712.06,1954.91,3000.0,300.33,547.78,452.57,70.36,8.21,327.427495,781.42847
72,242,2.0,2.64705882,80.6446784,988.02,2099.88,2976.14,367.84,564.3,279.8,70.61,11.5,753.388427,1462.57671
73,492,3.55555556,2.46153846,81.555381,698.03,1773.88,2802.19,222.82,350.91,487.51,70.5,8.28,530.279178,1765.35531
74,598,2.85714286,2.5,94.995077,952.31,2255.09,2989.59,329.6,429.44,309.85,70.5,8.64,310.578211,760.852009
75,553,2.94444444,3.69230769,85.7545792,1022.63,1932.06,2744.41,224.15,258.99,242.79,70.47,12.94,612.435295,804.511777
76,412,3.0,1.85714286,81.5529446,600.72,2067.61,2950.75,210.75,364.19,399.81,70.57,8.11,190.507016,254.406976
77,808,2.33333333,3.58823529,83.8705406,851.17,2131.06,2758.53,434.13,536.02,637.05,70.41,12.87,344.358354,644.176374
78,962,3.0,2.11764706,88.8812315,489.56,1595.64,2782.66,217.82,710.44,230.14,70.38,11.17,244.070701,592.353295
79,770,2.61111111,4.0,83.9129157,1164.24,2048.68,2842.45,469.68,509.56,515.49,70.37,13.53,1056.65002,1897.20851
80,390,2.42857143,3.16666667,81.1064629,763.25,1950.61,2879.69,418.84,349.58,427.11,70.57,11.67,330.565062,531.791416
81,838,2.73333333,2.0,84.7535489,677.31,2057.94,2883.6,91.0,677.32,418.64,70.65,10.89,228.661645,534.194386
82,921,3.46153846,3.46666667,80.5447743,820.53,1730.59,2708.23,273.85,273.64,245.13,70.45,11.04,1084.08374,1653.81881
83,894,2.92307692,3.27272727,85.5887673,923.68,2069.81,2728.45,290.15,439.14,559.53,70.77,12.18,384.503188,478.055601
84,291,2.83333333,3.23529412,90.7273368,972.65,2261.67,3047.18,345.74,483.13,579.2,70.45,12.59,1077.73104,2079.52258
85,831,2.61111111,3.17647059,89.9512829,1059.68,2075.66,3034.18,364.51,780.42,443.91,70.69,11.27,1263.63141,2376.16636
86,330,3.07692308,2.33333333,80.881913,694.18,2033.31,2834.5,312.05,302.93,551.15,70.52,10.55,338.893771,480.868683
87,446,2.75,2.6,82.806491,441.82,1699.16,2625.71,324.6,342.08,318.03,70.47,9.25,310.403084,447.107228
88,854,2.88888889,1.94117647,89.6939447,565.98,1641.26,2742.7,230.14,477.32,413.1,70.49,11.42,250.912063,584.183659
89,173,3.0,3.05882353,85.9252679,1159.7,2142.52,2698.93,481.13,556.0,561.72,70.62,12.65,772.457904,1976.70285
90,870,2.0,2.94117647,101.422841,928.37,2028.63,2666.15,371.2,490.05,542.85,70.48,12.08,263.716858,393.450357
91,925,2.91666667,2.71428571,90.9200984,830.34,1838.43,2849.75,364.42,434.48,216.88,70.35,12.41,379.246935,591.035061
92,542,3.21428571,2.64705882,92.1944593,701.97,1716.53,2762.21,207.35,579.7,345.79,70.46,11.72,243.860788,451.168297
93,799,2.92857143,3.38888889,87.344554,823.56,1593.97,2696.93,309.49,302.74,244.41,70.44,13.27,479.881329,496.168238
94,295,2.55555556,3.16666667,86.7751142,899.3,2196.11,2809.57,305.24,468.36,508.47,70.33,12.48,394.792918,1483.71069
95,728,2.5,3.27777778,87.9438378,827.82,1631.61,2858.88,269.25,339.42,302.46,70.33,10.73,539.395238,860.293972
96,475,2.26666667,3.11764706,86.2012695,816.53,2185.37,2839.38,300.14,482.12,383.46,70.4,11.49,335.52291,735.69396
97,423,3.35714286,2.61111111,75.5437258,987.83,2005.81,2844.92,339.93,661.57,286.24,70.53,10.87,964.734688,1550.84326
98,840,2.72222222,3.23076923,86.9757917,1105.92,2234.84,2994.43,419.07,554.11,575.89,70.37,9.98,1487.60688,2329.1584
99,961,2.78571429,2.82352941,88.5773898,554.72,1606.29,2808.46,289.54,584.09,377.32,70.49,10.98,228.425651,434.435189
100,161,3.66666667,2.84615385,83.1168053,857.61,1898.26,2796.89,329.94,340.49,453.96,70.59,9.62,2334.93443,2769.74302
101,327,2.76470588,3.17647059,81.1897647,1095.91,1914.73,2856.07,423.13,579.26,378.06,70.65,14.61,748.451734,1226.86501
102,602,3.0,2.23529412,82.1682303,874.43,2034.79,2761.91,176.5,497.87,325.93,70.41,9.12,480.988567,830.072939
103,959,2.42857143,3.5,83.5220629,821.61,1976.07,2855.69,321.0,594.01,547.94,70.33,14.61,354.717031,655.250324
104,574,2.76923077,3.05882353,82.1835327,1001.92,2024.62,2737.13,329.96,612.62,186.12,70.46,11.4,1615.97173,2761.87162
105,865,2.86666667,2.1875,87.4267178,721.21,1861.38,2795.82,298.92,717.76,385.87,70.57,9.43,365.007959,1015.58952
106,561,3.05555556,3.0,91.666468,1065.8,2050.8,2714.27,276.99,406.47,439.51,70.63,8.77,813.034707,1227.09437
107,394,2.66666667,2.9375,81.7380467,785.41,2005.22,2912.86,296.56,614.57,352.82,70.37,10.6,264.168105,452.606851
108,900,2.44444444,3.5625,85.9505117,982.04,2067.95,2706.98,491.36,371.5,592.05,70.41,12.73,552.08281,1247.55862
109,231,3.35294118,2.58823529,79.0580834,901.37,1865.82,2787.62,288.87,398.99,373.27,70.55,14.24,503.890729,531.796997
110,1006,3.22222222,2.66666667,80.4352073,792.6,1563.98,2767.66,347.72,281.52,230.87,70.44,9.82,948.430242,1483.60806
111,827,2.93333333,3.66666667,82.9016876,960.88,1904.32,2789.39,528.81,580.05,375.96,70.44,11.41,930.791231,2019.57856
112,206,2.0,3.88888889,85.8027411,1071.0,2139.28,2998.09,395.81,636.07,622.73,70.38,12.3,1734.02327,3022.38873
113,90,3.16666667,2.0,77.9377609,782.43,1822.33,2624.72,210.61,449.32,316.06,70.51,10.68,374.685422,393.690281
114,1004,3.0,3.66666667,84.3662067,843.23,1808.56,2721.46,312.71,486.74,259.78,70.42,10.6,1224.67114,2158.062
115,610,2.5,3.27777778,89.2657732,956.93,2065.84,2783.42,238.43,443.65,287.63,70.57,10.56,641.506652,1901.78369
116,664,3.25,1.58823529,82.1690909,459.97,1422.82,2719.91,223.45,320.6,148.29,70.54,9.51,252.524606,191.914473
117,592,3.0,3.86666667,85.8313273,1099.11,2229.88,2944.32,421.93,671.25,631.24,70.43,13.11,2838.07762,3721.63908
118,523,3.42857143,2.94444444,82.3923774,775.71,2148.02,2913.58,145.64,417.1,497.06,70.41,12.48,215.82934,381.449572
119,222,2.47058824,3.15384615,80.7253222,1132.84,2057.76,3017.15,384.05,537.9,606.44,70.46,15.26,671.745132,1270.34916
120,982,3.33333333,2.38461538,90.330531,456.03,1689.37,2785.05,226.5,234.74,431.09,70.62,9.86,209.450201,241.706741
121,384,3.28571429,3.11111111,85.4222202,1003.15,1983.58,2799.5,347.47,609.79,445.61,70.43,12.22,679.254092,1344.46472
122,558,2.35714286,3.44444444,85.7163605,983.28,2028.31,2792.29,418.74,391.4,173.46,70.56,10.89,1170.82482,2342.64937
123,528,2.55555556,3.15384615,81.2537051,900.77,2058.42,2941.68,278.22,621.27,438.04,70.51,9.87,955.172784,2067.40652
124,373,2.77777778,2.84615385,82.7221123,801.94,2028.43,2745.43,215.79,586.51,414.07,70.41,9.86,442.000637,942.099829
125,895,2.84615385,3.66666667,97.0404375,853.93,1866.41,2735.8,325.29,450.45,505.74,70.41,10.59,407.365927,1082.51948
126,720,2.55555556,4.23076923,90.4724888,852.22,1819.09,2868.13,352.41,537.4,429.51,70.34,8.45,726.575247,1812.66296
127,354,2.66666667,2.11764706,78.4754768,748.9,1668.98,2795.33,306.3,389.03,300.63,70.51,12.13,363.914867,404.887466
128,591,2.57142857,2.88235294,79.2662327,959.7,1831.93,2835.38,315.51,556.49,302.87,70.43,10.31,1080.85865,2366.98714
129,462,2.92857143,2.41176471,82.6010049,602.16,1916.62,2590.85,325.71,529.4,708.5,70.5,9.55,290.753688,371.149346
130,910,2.72222222,3.0,86.6619776,771.08,1488.86,2865.21,290.88,542.1,355.26,70.38,11.26,507.158423,1502.19713
131,71,2.77777778,3.47058824,83.6300956,920.62,2151.4,2883.85,405.21,532.34,448.31,70.37,9.71,486.093468,1340.6808
132,443,2.53333333,3.125,79.2244211,679.39,1757.28,2669.34,328.65,346.66,302.02,70.4,9.58,1137.99366,2112.78338
133,1060,2.71428571,3.70588235,89.9421173,953.78,2074.66,2909.59,441.72,662.96,721.1,70.47,13.25,1489.60009,2939.19027
134,923,2.33333333,2.375,83.7229029,452.71,2007.95,2989.71,135.24,397.15,386.06,70.4,7.96,352.537562,481.902146
135,451,3.22222222,2.76923077,82.3421224,769.63,2010.34,2771.48,209.98,311.76,458.6,70.43,8.71,630.396346,1097.91624
136,1106,2.33333333,3.07692308,90.0473361,856.14,1981.09,2801.31,412.86,690.15,571.66,70.43,9.61,990.100856,2142.00412
137,662,3.07142857,2.17647059,84.4601446,803.87,2127.6,2958.85,322.95,401.6,487.59,70.77,12.15,266.718342,512.428953
138,751,2.88888889,3.35294118,79.0667525,969.71,1828.1,2770.07,324.14,317.1,251.81,70.34,14.24,540.915138,752.229427
139,971,3.07142857,3.70588235,87.1388986,998.35,1989.06,2720.78,433.82,435.25,599.07,70.31,15.12,484.502605,644.707017
140,1030,3.06666667,3.88235294,88.1121118,738.19,1877.59,2850.52,322.18,423.01,448.66,70.39,10.54,1489.48546,2835.44254
141,715,2.6875,3.46153846,83.6240059,1241.66,2226.59,2814.94,555.29,581.35,509.56,70.16,24.22,526.06536,900.762539
142,226,2.64285714,3.66666667,84.3946305,1171.34,2197.73,3057.11,380.8,655.08,741.25,70.45,12.28,2380.55342,3238.53967
143,403,2.77777778,2.16666667,79.8794068,439.27,1562.06,2722.7,233.56,328.99,192.29,70.5,9.76,359.98252,310.988781
144,425,2.83333333,2.375,76.8371648,847.25,1906.35,2745.57,340.5,637.18,284.68,70.51,11.12,976.671803,1604.62958
145,45,3.5,2.64285714,83.8484797,863.61,1950.75,3009.68,243.11,417.08,215.39,70.49,11.96,508.3301,1309.8048
146,949,3.0,3.07692308,85.8578167,621.28,2021.87,3014.53,261.21,615.62,600.6,70.4,10.5,249.475022,376.517222
147,368,3.66666667,2.0,96.4848637,770.78,1464.59,2825.91,178.03,419.9,302.71,70.58,10.47,291.163333,272.604121
148,188,2.73333333,2.64705882,80.8746202,734.42,1693.3,2728.78,302.72,424.33,270.7,70.5,10.51,414.132631,520.215072
149,135,2.82352941,3.46153846,81.2026713,911.08,1902.47,2782.0,348.16,584.12,649.52,70.34,9.74,634.961443,1347.67023
150,234,3.85714286,2.4375,83.5310652,1044.51,2097.64,2922.74,457.34,334.61,875.55,70.54,13.77,249.833735,547.464038
151,304,3.22222222,2.84615385,79.8390746,723.15,1847.83,2813.98,270.56,282.54,255.88,70.57,12.46,633.415691,518.082657
152,752,2.76470588,2.6875,82.2584303,859.36,1682.29,2686.77,271.35,200.77,202.71,70.41,14.19,639.414814,489.760395
153,413,3.47058824,1.92307692,82.1971032,647.14,2032.19,3020.24,262.72,543.36,500.67,70.61,10.3,294.957294,837.374105
154,225,2.28571429,3.26666667,82.96744,1122.35,2097.61,2807.06,393.27,427.94,794.75,70.43,12.72,450.361923,1269.20031
155,978,3.75,2.44444444,82.4725989,627.3,1568.53,2639.04,346.4,429.52,394.5,70.42,9.19,346.412123,457.179798
156,600,3.35714286,2.83333333,88.9532617,1078.86,2225.0,2964.31,375.7,543.95,257.75,70.53,12.57,477.53813,1104.6531
157,891,3.33333333,1.94117647,85.2050114,579.72,1698.31,2754.44,228.87,248.56,253.43,70.37,7.96,320.0872,348.114272
158,551,2.57142857,3.41176471,89.4360074,1059.01,2252.79,2994.33,375.97,759.86,603.43,70.39,12.04,1019.13525,2307.55009
159,357,2.76923077,3.07692308,77.5802548,806.09,2171.93,2889.57,521.66,416.69,462.37,70.69,12.91,350.038429,693.372206
160,1117,2.69230769,3.55555556,85.4584373,909.91,2118.97,2951.16,357.01,828.89,307.92,70.39,11.53,1157.20744,2332.2123
161,198,2.46153846,2.70588235,79.6786512,1108.09,2146.34,2755.44,243.56,258.24,316.12,70.79,12.41,736.718394,645.602065
162,134,2.84615385,2.625,80.3864638,735.45,1952.75,2719.04,155.03,287.65,309.96,70.53,11.65,372.761609,505.513625
163,968,2.92307692,3.61111111,87.0298707,790.52,2022.2,2864.98,266.4,488.35,536.78,70.31,12.22,405.863948,923.791362
164,251,2.28571429,3.4,79.5333335,1106.95,1728.44,2635.67,415.68,277.31,304.45,70.69,11.29,709.933836,634.398545
165,166,2.71428571,1.82352941,78.380123,764.0,1513.19,2815.34,314.52,207.29,278.49,70.44,12.06,606.438006,539.023492
166,494,3.07142857,3.0,80.0083318,948.58,2151.25,2906.65,338.87,605.47,362.29,70.38,9.07,778.987571,1588.01796
167,410,2.73333333,2.33333333,87.137426,859.36,2196.98,3004.04,292.99,423.88,290.09,70.55,8.84,291.80251,671.313701
168,1026,2.2,3.58823529,89.2937244,797.25,1806.67,2823.41,273.66,655.24,392.92,70.37,10.05,1633.42302,2568.3697
169,355,2.55555556,3.17647059,82.6056291,853.54,1644.48,2848.12,245.3,387.11,296.23,70.47,11.12,402.350613,489.432788
170,947,3.54545455,2.35714286,83.8933779,524.97,1545.82,2721.31,208.17,425.18,317.54,70.46,9.34,327.421225,301.355952
171,955,2.77777778,3.0,80.8564554,885.55,1727.5,2571.56,442.5,433.42,464.06,70.4,9.68,604.510518,1065.90286
172,566,3.07142857,2.94444444,85.9370513,1058.78,2149.31,2782.58,413.48,487.41,295.37,70.39,12.05,838.712474,1213.43498
173,593,2.33333333,2.33333333,82.0246644,820.29,1667.59,2704.89,243.02,465.41,368.97,70.47,10.65,755.847543,1333.20789
174,479,3.07142857,2.88888889,79.7144674,859.23,1862.11,2724.82,309.33,371.96,214.89,70.46,8.87,770.815608,1226.86223
175,641,3.25,3.16666667,90.9231884,1009.59,2033.91,2823.54,315.58,485.54,406.55,70.39,9.46,998.668589,1723.66018
176,201,3.0,2.76470588,80.3108265,1184.69,2214.33,2735.06,622.78,409.21,860.36,70.44,14.48,445.734476,605.745925
177,382,2.71428571,3.33333333,100.575872,947.46,1824.07,2849.59,362.45,417.13,458.51,70.4,11.34,409.024797,455.972721
178,147,2.15384615,3.0,81.1792369,777.65,2067.97,2823.84,338.7,540.39,486.61,70.39,12.05,710.798657,1524.29714
179,1092,3.15384615,3.0,91.3840847,831.4,2154.49,2860.13,325.9,549.02,517.27,70.49,10.37,1496.60601,2822.78993
180,154,2.0,4.17647059,80.3690784,1029.18,2123.39,2735.63,363.47,432.05,490.74,70.35,8.64,1064.87392,1983.64308
181,261,2.21428571,2.88235294,80.1498937,931.65,2112.16,2857.52,295.46,488.87,662.74,70.55,10.62,1512.07922,2524.63538
182,110,2.53333333,3.05882353,86.6799738,878.38,1719.65,2975.72,320.29,474.03,338.26,70.47,11.21,317.756344,566.853895
183,263,3.52941176,3.38461538,83.4822159,1029.11,2088.02,2913.18,655.56,343.68,956.78,70.94,13.6,582.578574,679.480496
184,577,2.81818182,3.63636364,86.6398944,1074.34,2005.72,2903.13,302.84,642.9,486.67,70.57,11.06,1694.55445,2611.35081
185,802,3.33333333,3.29411765,81.9903737,786.64,1722.9,2606.22,294.44,318.49,280.87,70.45,11.59,611.495979,1162.62996
186,615,2.83333333,3.08333333,85.8536337,770.73,1492.62,2693.05,300.91,510.6,370.48,70.49,10.35,266.803359,354.316079
187,793,3.42857143,3.16666667,82.1190138,952.21,2156.24,2838.01,375.39,373.17,501.56,70.35,11.28,699.639457,1275.4652
188,1038,2.76470588,3.69230769,87.5461384,982.67,2240.12,2964.19,512.62,388.98,437.58,70.38,15.55,1164.07964,2291.74713
189,905,2.38888889,3.25,85.0910926,585.29,1867.35,2707.75,291.17,509.54,583.28,70.39,8.7,376.026598,584.368726
190,220,2.27777778,3.41176471,80.7352708,1058.05,2250.24,2994.73,336.31,376.65,401.97,70.38,11.74,1315.15845,2240.9081
191,723,2.46666667,2.58823529,82.5190858,612.43,1992.75,2944.36,288.53,484.69,408.37,70.35,6.3,481.580539,1289.10041
192,438,2.06666667,3.17647059,80.0100725,556.22,1850.27,2844.89,199.95,363.95,236.23,70.38,9.66,438.757172,651.806943
193,909,2.85714286,3.77777778,84.5367533,961.76,1967.51,2897.28,433.43,574.86,443.3,70.3,11.42,947.239512,1648.69487
194,669,2.88888889,3.23076923,82.4730892,798.48,2044.13,2793.86,290.26,423.95,504.07,70.39,11.05,326.536325,582.938671
195,979,2.55555556,4.05882353,85.1352472,972.51,2137.08,2933.53,373.78,601.8,559.23,70.39,8.75,1338.2471,2579.62107
196,998,2.8,3.64705882,85.3378753,1050.96,2052.45,2898.47,347.47,648.06,453.47,70.35,12.96,1987.73865,2789.53163
197,402,2.71428571,3.0,82.0106401,902.86,1863.0,2874.61,287.89,335.13,358.87,70.41,10.07,815.238698,1160.47088
198,749,2.73333333,2.52941176,83.3618435,705.66,1877.04,2788.27,315.37,646.32,352.22,70.45,10.34,395.404841,979.902523
199,82,2.83333333,3.0,80.628436,1094.48,2386.51,3153.29,348.39,511.06,255.24,70.6,11.02,2066.88229,2708.3329
200,189,2.63636364,2.07142857,88.3636725,593.84,1516.09,2748.37,408.75,376.65,259.03,70.43,13.25,302.751176,957.887605
201,76,2.6,3.11764706,83.2848969,822.99,1849.59,2704.55,350.81,495.69,186.62,70.5,14.42,405.024118,467.412736
202,1022,2.94444444,4.1875,85.0827719,1011.58,2020.28,2994.72,289.63,664.4,480.62,70.36,10.21,1652.27184,2759.17211
203,918,3.21428571,2.72222222,80.9811656,736.87,1649.8,2690.61,422.6,390.44,431.29,70.57,13.65,608.67954,445.459621
204,158,4.0,2.52941176,86.0696251,845.83,1991.11,2728.86,346.88,394.14,368.74,70.46,10.86,878.311307,1774.69302
205,531,3.0,2.5,79.8717428,665.75,1872.1,2692.66,241.73,467.51,448.63,70.36,9.19,230.918409,358.173353
206,807,3.15384615,2.66666667,77.4428876,1000.16,2169.02,2738.42,286.49,439.47,343.07,70.55,12.48,1025.31322,1701.02472
207,738,3.58823529,2.125,85.4794665,847.01,2035.52,2918.26,244.37,450.13,404.68,70.53,8.58,477.987566,1292.1592
208,517,3.22222222,2.76923077,80.2344589,797.97,1917.81,2763.35,227.66,362.67,302.78,70.39,9.75,364.188801,462.293274
